Name	PeakFile/Annotation	#features[ref=52154]	Coverage(bp)[ref=25134812]	AvgFeatureSize[ref=481]	Overlap(#peaks)	Overlap(bp)	Expected Overlap(bp, gsize=2.00e+09)	Log Ratio Enrichment	Log P-value(+ underrepresented)	P-value
enhancers.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.txt	1769842	772130563	436	38767	21092069	9703678	0.78	-23080.37	0.00e+00
enhancers.Th.stim.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Th.stim.txt	67152	69450748	1034	9733	4667152	872815	1.68	-9266.68	0.00e+00
enhancers.Th17.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Th17.txt	33682	35425943	1051	4927	2643734	445212	1.78	-5583.98	0.00e+00
enhancers.Th0.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Th0.txt	62122	65374328	1052	7847	3166359	821585	1.35	-4345.51	0.00e+00
enhancers.T.naive.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.T.naive.txt	18240	19135535	1049	2070	936095	240484	1.36	-1250.58	0.00e+00
enhancers.Treg.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Treg.txt	33320	35145230	1054	2568	1156682	441684	0.96	-869.60	0.00e+00
enhancers.CD34.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.CD34.txt	37753	39580272	1048	2197	897546	497421	0.59	-284.55	2.65e-124
enhancers.Th1.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Th1.txt	32740	34772185	1062	2311	767354	436996	0.56	-222.97	1.47e-97
enhancers.other.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.other.txt	319878	335326322	1048	11673	5075471	4214182	0.19	-215.49	2.60e-94
enhancers.promoter-TSS.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.promoter-TSS.txt	11376	9428190	828	604	205628	118487	0.55	-58.49	3.98e-26
enhancers.Th2.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Th2.txt	29372	31200703	1062	1657	525263	392111	0.29	-46.85	4.51e-21
enhancers.5'.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.5'.txt	6256	644981	103	203	25265	8105	1.14	-26.46	3.22e-12
enhancers.basic.final.annotation	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.basic.final.annotation	1223986	76498776015	624991.0	52154	25186966	961391176	-3.64	-0.00	1.00e+00
enhancers.Intergenic.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Intergenic.txt	92465	74871258640	8097251.0	8333	2267317	940937505	-6.03	-0.00	1.00e+00
gwascatalog.proxy.disease.final.v2.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/gwascatalog.proxy.disease.final.v2.txt	22354	32999977646	14762441.0	50487	24470609	414724117	-2.83	-0.00	1.00e+00
gwascatalog.proxy.disease.v2.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/gwascatalog.proxy.disease.v2.txt	268093	11166	0	168	340	140	0.89	0.00	1.00e+00
enhancers.basic.reordered.annotation	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.basic.reordered.annotation	2313110	76499695543	330721.0	52154	25208798	961402732	-3.64	-0.00	1.00e+00
enhancers.basic.annotation	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.basic.annotation	2313110	76499695543	330721.0	52154	25208798	961402732	-3.64	-0.00	1.00e+00
enhancers.basic.reordered.final.annotation	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.basic.reordered.final.annotation	1223989	76498776019	624991.0	52154	25186966	961391176	-3.64	-0.00	1.00e+00
gwascatalog.proxy.disease.final.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/gwascatalog.proxy.disease.final.txt	22354	32999977646	14762441.0	50487	24470609	414724117	-2.83	-0.00	1.00e+00
enhancers.Other.T.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Other.T.txt	18502	19984323	1080	689	231690	251151	-0.08	3.36	3.48e-02
enhancers.B.cell.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.B.cell.txt	57721	61293029	1061	2179	733660	770294	-0.05	3.67	2.56e-02
enhancers.Tmem.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.Tmem.txt	23855	25441945	1066	834	291063	319739	-0.09	4.68	9.26e-03
enhancers.non-coding.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.non-coding.txt	15294	6036389	394	106	19095	75861	-1.38	67.39	5.38e-30
enhancers.exon.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.exon.txt	106140	17705341	166	375	48521	222510	-1.52	215.49	2.59e-94
enhancers.3'.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.3'.txt	12561	12723571	1012	79	17704	159902	-2.20	221.54	6.13e-97
enhancers.TTS.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.TTS.txt	19412	17606597	906	162	34677	221269	-1.85	260.92	4.84e-114
enhancers.intron.txt	/ye/netapp/jimmie.ye/tools/Homer/.//data/genomes/hg19//annotations/custom/enhancers.intron.txt	214372	789290513	3681	5677	1471123	9919334	-1.91	16052.58	0.00e+00
