Adiponectin.levels	3	1.32912286688884	0.140491802655305
Age.related.macular.degeneration	6	3.37490293997813	0.103010800878355
Alzheimer.s.disease	0	NA	NA
Alzheimer.s.disease..late.onset.	2	2.75088338147743	0.79579559791714
Asthma	4	2.162997103384	0.153092918377894
Atopic.dermatitis	3	1.24467384068928	0.106871651712878
Basal.cell.carcinoma	2	1.4454190930687	0.436371557596832
Blood.metabolite.levels	34	25.7020225060734	0.0403672917324609
Blood.metabolite.ratios	9	7.24942131466319	0.286950085673593
Blood.pressure	6	4.22495903152132	0.231089248364861
Body.mass.index	14	12.1728141462717	0.312087348114573
Bone.mineral.density	13	9.0030690835877	0.0919087452956658
Breast.cancer	10	7.29825171449196	0.176502096656151
Cardiovascular.disease.risk.factors	1	1.31610417830647	0.758397368505644
Celiac.disease	6	3.39608903083882	0.0970704464557906
Cholesterol..total	12	8.31731652935809	0.111107963153703
Chronic.kidney.disease	1	2.97125749584328	0.972819920662201
Chronic.lymphocytic.leukemia	4	2.13135067614102	0.133558493390784
Chronic.obstructive.pulmonary.disease.related.biomarkers	3	1.71371500833039	0.216813491244407
Colorectal.cancer	4	2.46753242520691	0.225800281753163
Corneal.structure	3	1.59529683308478	0.205112068457626
Coronary.heart.disease	9	6.33841384893519	0.160778641596384
C.reactive.protein	10	2.9699996345264	0.000145364565730858
C.reactive.protein.levels	5	1.47650445492159	0.0109368885016088
Crohn.s.disease	48	17.3773141515554	3.91375201637674e-14
Diastolic.blood.pressure	6	3.83376605134135	0.161414534699944
End.stage.coagulation	0	NA	NA
Fasting.glucose.related.traits..interaction.with.BMI.	3	1.81496511613877	0.269590464590838
Fasting.plasma.glucose	2	1.55097281143897	0.47102706595809
F.cell.distribution	0	NA	NA
Fibrinogen	9	4.12074088726218	0.0110304697679028
Glycated.hemoglobin.levels	4	1.84160126310588	0.0966352632025806
Graves..disease	4	1.18534652241354	0.0185396753843362
HDL.cholesterol	18	13.6562030231137	0.115125882388958
Heart.rate	4	2.12164778452182	0.14611999639382
Height	121	67.1054728656748	6.48767679068323e-13
Hematological.and.biochemical.traits	0	NA	NA
Hypertension	3	2.92904427799883	0.584082524568412
Hypospadias	3	1.50030268148764	0.17542970743118
Idiopathic.membranous.nephropathy	5	1.32943387250891	0.00191853902229925
IgA.nephropathy	1	0.986731017219891	0.652237041569491
IgG.glycosylation	6	1.67230723101093	0.00342404302743
Inflammatory.bowel.disease	41	13.8648915968972	1.23254982431477e-13
LDL.cholesterol	12	8.50383937926637	0.12396798057641
Leprosy	4	2.42849481992538	0.213781379502691
Lipid.metabolism.phenotypes	3	3.42627912750676	0.693425779457804
Lipid.traits	0	NA	NA
Liver.enzyme.levels..gamma.glutamyl.transferase.	6	3.09930607244938	0.0756305767996954
Mean.corpuscular.hemoglobin	6	2.70058077147209	0.0301726776172807
Mean.corpuscular.volume	4	2.7854615373155	0.282345457428329
Mean.platelet.volume	10	6.23631278616923	0.0656962836468303
Menarche..age.at.onset.	15	13.9097907584614	0.417413898369202
Menopause..age.at.onset.	6	2.80028720106705	0.0350118593204652
Metabolic.syndrome	2	2.33963263355316	0.709939105095922
Metabolic.traits	9	5.60991743550967	0.0879712075148763
Metabolite.levels	13	7.50582630910221	0.0284923186559284
Motion.sickness	0	NA	NA
Multiple.sclerosis	10	5.33925850899475	0.0271894419578446
Myopia..pathological.	1	1.90890476262084	0.864864941634496
Obesity	11	7.0212385309381	0.0659393573388681
Optic.cup.area	4	1.5423339972771	0.0571885407878804
Parkinson.s.disease	14	9.23655721923574	0.015334812915225
Phospholipid.levels..plasma.	10	4.1931683239884	0.00415291750009862
Platelet.counts	16	6.57796082743033	0.000156027728747042
Primary.biliary.cirrhosis	6	2.42979519343324	0.0245937748502204
PR.interval	1	1.85810399533749	0.868272699342409
Prostate.cancer	11	8.73783074635192	0.242760481038903
Psoriasis	2	2.12397918540764	0.664904209420705
Pulmonary.function	3	3.11579322998744	0.639667536785637
Pulmonary.function..interaction.	2	1.89829770571422	0.600714636469264
QT.interval	13	8.030285672961	0.0464435908091919
Red.blood.cell.traits	7	4.41326272766111	0.134887112708333
Refractive.error	1	1.98707569055821	0.904244822983628
Rheumatoid.arthritis	30	9.87177532776305	1.84943653748539e-09
Schizophrenia	22	13.8090700052184	0.00801113723508493
Systemic.lupus.erythematosus	6	5.230810969251	0.42625552420953
Systolic.blood.pressure	7	4.14723322601664	0.0943499056345271
Thyroid.hormone.levels	0	NA	NA
Trans.fatty.acid.levels	21	4.43881256877877	3.15001384369626e-12
Triglycerides	18	10.1163900161564	0.00635358017069258
Type.1.diabetes	15	4.60680175651181	4.93208115482522e-06
Type.2.diabetes	11	9.4755058781786	0.339284177929564
Ulcerative.colitis	12	7.37554849848407	0.0458561669359604
Urate.levels	3	4.28544224564192	0.824613812893867
Urinary.metabolites..H.NMR.features.	2	2.80075830187092	0.807073875918913
Venous.thromboembolism	1	1.60605357096682	0.82166235086274
Venous.thromboembolism..gene.x.gene.interaction.	5	3.6755566013038	0.304161147428332
Vertical.cup.disc.ratio	3	1.56200090334501	0.198352470740199
Vitiligo	8	2.95283369406948	0.00209158407090627
Waist.hip.ratio	2	1.64733583323302	0.511768630843874
White.blood.cell.count	4	2.10556800188295	0.139038595626867
