Adiponectin.levels	3	2.14265486804073	0.364500362124974
Age.related.macular.degeneration	6	5.31166407530863	0.445587627515479
Alzheimer.s.disease	1	2.50184920337593	0.951324570178935
Alzheimer.s.disease..late.onset.	5	4.11433842164591	0.391605894778501
Asthma	6	3.69320299968718	0.118991278676091
Atopic.dermatitis	6	2.46493031288014	0.00934297453197537
Basal.cell.carcinoma	4	2.42236034538643	0.205405603397811
Blood.metabolite.levels	50	39.2359147032913	0.0230199740942042
Blood.metabolite.ratios	12	10.9720058441818	0.414130802092868
Blood.pressure	9	6.82467297814891	0.211787608430711
Body.mass.index	18	18.6783808321337	0.63839529060281
Bone.mineral.density	25	14.6959555266161	0.00157058512804987
Breast.cancer	14	11.2616606894889	0.208362977146456
Cardiovascular.disease.risk.factors	6	2.12727085236926	0.00896984024590856
Celiac.disease	18	5.30080250724625	3.57200149698954e-09
Cholesterol..total	22	13.3755447463833	0.00502492068423475
Chronic.kidney.disease	3	4.2760141456478	0.854796378399697
Chronic.lymphocytic.leukemia	7	3.27603034429808	0.0189637518406183
Chronic.obstructive.pulmonary.disease.related.biomarkers	6	2.33404332337547	0.00771982254277502
Colorectal.cancer	5	4.11543649021187	0.394587904893567
Corneal.structure	6	2.71101973152254	0.0386399495263021
Coronary.heart.disease	12	9.85608770729243	0.252618104704293
C.reactive.protein	11	4.76485845218091	0.00203553185847962
C.reactive.protein.levels	5	2.54614306717715	0.0909177456506405
Crohn.s.disease	73	26.6077919115784	2.17370840112149e-24
Diastolic.blood.pressure	9	5.7633515206938	0.0871779877374262
End.stage.coagulation	0	NA	NA
Fasting.glucose.related.traits..interaction.with.BMI.	4	3.22551255896549	0.407177913402337
Fasting.plasma.glucose	3	2.5930884387578	0.496307940618966
F.cell.distribution	0	NA	NA
Fibrinogen	13	6.50237937922129	0.00306280354531139
Glycated.hemoglobin.levels	8	2.89031457663428	0.00270279588931135
Graves..disease	5	1.73402744004727	0.0153713687077047
HDL.cholesterol	24	20.7774844128613	0.225950582263876
Heart.rate	5	3.35468126433796	0.225556536618322
Height	171	104.01101952111	1.82518322011212e-15
Hematological.and.biochemical.traits	1	1.72768056517975	0.853463042597166
Hypertension	5	4.50667238857127	0.482583450725919
Hypospadias	2	2.25398306780222	0.698725328845378
Idiopathic.membranous.nephropathy	6	2.0133130662223	0.664152873751487
IgA.nephropathy	2	1.38492191699928	0.415430662203283
IgG.glycosylation	6	3.13086272992027	0.0663551569431918
Inflammatory.bowel.disease	59	20.472740625849	1.3508075789648e-21
LDL.cholesterol	17	13.512354044502	0.160610280003331
Leprosy	12	3.65139514815519	1.75723478851791e-05
Lipid.metabolism.phenotypes	11	6.24754026416027	0.0253729637031797
Lipid.traits	1	2.65027187282574	0.961459198057336
Liver.enzyme.levels..gamma.glutamyl.transferase.	6	4.7266113542273	0.326209802335582
Mean.corpuscular.hemoglobin	14	4.14087095878899	1.03815729710937e-06
Mean.corpuscular.volume	11	4.18529116611033	0.000274274730438647
Mean.platelet.volume	11	9.27315754066099	0.297352588444491
Menarche..age.at.onset.	26	22.2277454684021	0.194169093711669
Menopause..age.at.onset.	10	4.08220452087465	0.000797212794316882
Metabolic.syndrome	2	3.86419728846656	0.936713281837089
Metabolic.traits	12	8.85378750480365	0.139337744247416
Metabolite.levels	13	12.5026552458935	0.488209313163298
Motion.sickness	0	NA	NA
Multiple.sclerosis	24	8.88477700338771	6.80999807689292e-08
Myopia..pathological.	4	3.3702802061979	0.440859925639416
Obesity	14	11.0812020843739	0.178679852706272
Optic.cup.area	5	2.60412663906721	0.0977135083551659
Parkinson.s.disease	18	11.9943322908765	0.0071890571517968
Phospholipid.levels..plasma.	18	6.9769431747981	3.00297532701238e-06
Platelet.counts	18	9.56932662331428	0.00177301422313461
Primary.biliary.cirrhosis	11	4.25841426244302	0.000520945933723609
PR.interval	1	3.12911561735743	0.972590372502767
Prostate.cancer	16	14.3609268243077	0.348433448530987
Psoriasis	6	3.2903439566029	0.0751664095290877
Pulmonary.function	5	5.32371359160094	0.680040164634401
Pulmonary.function..interaction.	3	3.14703759560594	0.663323032049618
QT.interval	22	13.4993919769231	0.00618782606257304
Red.blood.cell.traits	17	7.19769676773691	8.28700388783368e-05
Refractive.error	1	2.9563482911251	0.974923219445695
Rheumatoid.arthritis	43	15.6739683313259	9.10100687764838e-13
Schizophrenia	30	21.4767650888438	0.0114717780526271
Systemic.lupus.erythematosus	16	7.69867208927952	0.000872620319025234
Systolic.blood.pressure	11	6.18972595084481	0.0203822552777973
Thyroid.hormone.levels	3	3.26151054251346	0.672408182604296
Trans.fatty.acid.levels	25	7.43484400411302	3.0269780829409e-12
Triglycerides	27	15.9638814795255	0.000984015487558007
Type.1.diabetes	20	7.41861969801531	7.9086139823553e-07
Type.2.diabetes	14	15.9160415778293	0.770522838647987
Ulcerative.colitis	30	11.6575003934723	4.0727874524301e-09
Urate.levels	6	7.13824990198157	0.755580386027485
Urinary.metabolites..H.NMR.features.	3	4.43735844936048	0.868007141163314
Venous.thromboembolism	0	NA	NA
Venous.thromboembolism..gene.x.gene.interaction.	8	6.43441683679874	0.306880069520616
Vertical.cup.disc.ratio	7	2.6262826870468	0.00705219823428485
Vitiligo	9	4.45360394858835	0.00877993829271859
Waist.hip.ratio	6	2.66582173237084	0.0246409463106755
White.blood.cell.count	3	3.24533923761416	0.67711579403546
